ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
3.545;-1.6642;6.891;-0.8329;-1.5699;-0.4815;-1.236;-3.1367;0.0426;6;2022-04-09 18:34:33:923
5.4718;-4.9038;8.5472;-2.3322;-3.7456;-0.2938;-2.1584;-2.8953;0.3885;106;2022-04-09 18:34:34:023
7.6155;-5.0602;9.4259;-2.3534;-3.2655;3.3445;-2.2623;-1.9091;1.2344;206;2022-04-09 18:34:34:123
9.8375;-2.2454;9.6667;2.2775;0.8591;6.206;-1.3594;-0.4714;1.0227;305;2022-04-09 18:34:34:222
10.8174;-0.7675;8.2726;2.2049;2.4813;4.9761;-0.9212;0.3715;0.8147;409;2022-04-09 18:34:34:326
13.8278;1.5915;1.7554;3.7431;4.274;1.4734;0.1788;-0.7287;0.5966;506;2022-04-09 18:34:34:423
9.3688;-1.3908;-4.3367;4.594;5.6903;-2.2928;-1.0056;-1.6513;-0.5275;605;2022-04-09 18:34:34:522
9.3688;-1.3908;-4.3367;4.594;5.6903;-2.2928;-1.0056;-1.6513;-0.5275;705;2022-04-09 18:34:34:622
10.1393;-1.2936;-1.7282;4.594;5.6903;-2.2928;-1.0056;-1.6513;-0.5275;805;2022-04-09 18:34:34:722
11.4625;-9.5234;7.7306;-0.7129;1.2889;-4.3227;-0.6269;-2.234;-1.2736;906;2022-04-09 18:34:34:823
5.0877;-5.985;4.8278;3.6578;-4.757;8.9996;-3.2157;-0.8914;3.9126;1005;2022-04-09 18:34:34:922
3.7525;-7.8574;3.1989;0.7158;0.4707;10.7796;-1.6362;-0.0779;4.5087;1107;2022-04-09 18:34:35:024
2.141;-20.3922;-1.5491;5.3809;2.0498;5.5365;-0.4891;-0.4183;6.615;1206;2022-04-09 18:34:35:123
1.407;-11.6821;2.9288;3.6867;-11.4176;2.072;1.7296;-1.0285;-1.1011;1308;2022-04-09 18:34:35:225
-1.8523;-13.2727;-3.9054;-4.6236;-1.2103;0.715;-2.3683;0.5805;-1.6102;1406;2022-04-09 18:34:35:323
-4.1459;-13.0355;2.5678;-4.3909;-5.8111;1.9939;-2.9444;0.3118;-2.0951;1506;2022-04-09 18:34:35:423
3.7911;-8.8546;-3.1056;-8.498;-3.3353;7.5249;0.0325;0.8509;-1.7337;1605;2022-04-09 18:34:35:522
-3.5483;-4.8242;1.2266;-1.2058;-2.671;2.4081;-0.6128;-1.1091;-0.6869;1705;2022-04-09 18:34:35:622
-3.9102;-4.1204;0.7738;-7.6709;1.948;6.521;0.9326;-0.9523;0.8625;1805;2022-04-09 18:34:35:722
2.3647;-13.305;-2.6746;2.5827;-9.6937;-0.924;0.0426;-0.5398;0.2175;1905;2022-04-09 18:34:35:822
-2.377;-6.5067;-0.3227;-6.9978;-2.2614;5.5121;-0.1716;0.8799;0.5756;2005;2022-04-09 18:34:35:922
-2.6794;-10.0143;-0.0688;-3.9789;0.9519;5.302;-1.4579;-1.5549;0.9745;2105;2022-04-09 18:34:36:022
-1.6956;-7.151;1.6669;-2.8587;-2.2223;5.2868;0.6631;-2.7488;0.6078;2205;2022-04-09 18:34:36:122
-0.9727;-10.4387;0.9867;-0.4504;-0.9658;5.1674;1.9862;1.3428;0.6767;2305;2022-04-09 18:34:36:222
0.3646;-11.8801;-0.888;-0.6542;-1.1423;2.3178;2.5184;2.7163;0.5837;2406;2022-04-09 18:34:36:323
1.9083;-12.4789;-1.287;1.0467;-3.3977;-0.3615;-2.1152;0.4024;-1.9255;2506;2022-04-09 18:34:36:423
-4.9074;-15.251;1.2;-0.549;-4.4362;3.1969;-2.2774;-1.204;-3.0089;2605;2022-04-09 18:34:36:522
-2.3674;-5.5202;0.4708;-9.5402;-1.3552;5.8129;-0.555;-0.4804;-1.041;2705;2022-04-09 18:34:36:622
-4.8446;-3.8324;0.5704;-6.1462;1.6998;5.002;0.3236;0.1738;0.0153;2806;2022-04-09 18:34:36:723
3.5812;-12.2958;-2.0922;0.7928;-5.3564;-2.8715;0.2856;-0.2314;0.0574;2905;2022-04-09 18:34:36:822
-6.1119;-16.474;-1.1964;0.5461;-4.3708;1.8282;0.5104;1.5807;-0.1017;3007;2022-04-09 18:34:36:924
-2.2564;-4.7653;-0.2824;-9.0621;-8.7139;3.1999;-1.3457;0.877;0.3285;3131;2022-04-09 18:34:37:048
-0.9362;-5.1287;1.0158;0.0;0.0;0.0;0.6136;-2.5326;1.061;3205;2022-04-09 18:34:37:122
-1.0881;-10.4019;2.5241;1.7388;2.6098;-0.8303;2.074;-1.1514;0.9479;3306;2022-04-09 18:34:37:223
0.0589;-13.1773;-3.061;2.5899;-2.3831;-1.3916;2.7703;4.5235;0.3274;3406;2022-04-09 18:34:37:323
2.1042;-11.7849;-2.9961;2.4031;-3.8662;-4.6885;-0.7471;-0.7309;0.5446;3527;2022-04-09 18:34:37:444
-3.3054;-13.8739;-0.4831;0.0;0.0;0.0;-1.7319;0.5243;-3.2143;3606;2022-04-09 18:34:37:523
-6.8785;-11.8708;0.1854;-3.2528;-1.2955;0.0801;-0.9899;1.2099;-2.3253;3706;2022-04-09 18:34:37:623
-3.4828;-3.8252;0.8345;-1.5111;4.7043;0.6792;0.2028;0.4424;-0.5417;3806;2022-04-09 18:34:37:723
-0.3583;-8.0231;-4.9478;-0.6164;5.4247;0.4587;0.7416;-0.6241;1.2474;3906;2022-04-09 18:34:37:823
7.3753;-14.9414;-2.2938;2.2263;0.9606;-4.7362;0.1929;-1.158;0.3334;4005;2022-04-09 18:34:37:922
-2.5534;-8.7864;-1.8165;0.0;0.0;0.0;-0.6973;0.4006;0.0964;4106;2022-04-09 18:34:38:023
-2.0982;-9.1113;1.7402;0.2883;2.4346;2.7419;-0.1672;0.1558;0.4502;4206;2022-04-09 18:34:38:123
-2.5555;-6.6479;1.1303;1.2804;0.9273;1.7902;1.3324;0.0142;0.835;4306;2022-04-09 18:34:38:223
0.5186;-10.8206;0.7995;2.5674;-2.021;-2.9419;2.3476;-2.6799;1.7299;4406;2022-04-09 18:34:38:323
1.1509;-11.7763;-1.9286;4.7976;-2.3235;-1.3088;1.5506;3.4721;0.4352;4506;2022-04-09 18:34:38:423
2.0016;-11.5457;-1.6594;4.8178;-2.8821;-3.4461;-0.4821;-0.5974;0.2723;4608;2022-04-09 18:34:38:525
-4.4345;-15.0114;-0.7507;0.2446;-1.0892;0.0886;-1.5447;0.9167;-3.3477;4707;2022-04-09 18:34:38:624
-5.522;-10.8535;0.6362;-5.4459;-4.7877;0.608;-0.6127;0.9004;-1.8116;4805;2022-04-09 18:34:38:722
-4.0292;-5.2002;1.4883;0.0;0.0;0.0;0.3656;-0.246;-0.434;4906;2022-04-09 18:34:38:823
-3.2447;-6.4597;-1.2837;0.0;0.0;0.0;1.264;-0.6612;1.3048;5007;2022-04-09 18:34:38:924
-2.4266;-13.9714;-1.1773;8.704;-8.1085;-4.103;-0.2466;0.3854;-0.0988;5106;2022-04-09 18:34:39:023
-3.7528;-7.8622;0.2809;-2.313;-3.1458;0.7968;-0.2955;-0.0487;0.0185;5213;2022-04-09 18:34:39:130
-3.364;-8.4356;0.3063;-2.716;2.2272;2.4346;-1.062;0.4496;0.4326;5308;2022-04-09 18:34:39:225
-1.587;-6.7848;1.1638;-0.6304;0.208;1.7856;0.9929;-1.1846;1.217;5411;2022-04-09 18:34:39:328
1.0866;-10.255;1.5903;3.3117;-2.3906;-1.0421;3.0388;-0.1988;0.7888;5506;2022-04-09 18:34:39:423
0.6404;-11.3925;-1.1563;4.9239;-1.5557;-0.0347;1.5057;4.4267;0.2982;5605;2022-04-09 18:34:39:522
0.2073;-11.7144;-3.2504;3.9233;-2.3358;-2.2318;-0.0565;1.1011;-0.4652;5706;2022-04-09 18:34:39:623
-5.123;-15.1478;1.7064;-1.7231;-0.791;-1.5752;-2.1592;0.6779;-3.1782;5806;2022-04-09 18:34:39:723
-5.1763;-10.0424;-0.4128;-6.3293;-5.1075;3.1653;0.5043;2.201;-1.5114;5906;2022-04-09 18:34:39:823
-3.2109;-5.5181;0.1292;-3.1918;3.7392;-0.0706;0.4432;0.2344;0.2307;6006;2022-04-09 18:34:39:923
-3.524;-10.5879;0.0458;-2.8651;4.0652;0.9641;0.6267;0.022;1.5439;6105;2022-04-09 18:34:40:022
2.1858;-16.4085;-0.5886;5.6376;-2.9943;-2.012;0.2894;-1.0504;1.2435;6207;2022-04-09 18:34:40:124
-1.2924;-6.1651;-0.8189;3.3341;-6.3941;-1.2073;0.7545;0.1965;-1.0459;6306;2022-04-09 18:34:40:223
-6.2728;-11.7544;1.4566;-3.4966;1.1188;1.8415;-2.5946;0.7549;-0.3176;6405;2022-04-09 18:34:40:322
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6796;2022-04-09 18:34:40:713
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6797;2022-04-09 18:34:40:714
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6797;2022-04-09 18:34:40:714
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6797;2022-04-09 18:34:40:714
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6797;2022-04-09 18:34:40:714
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6797;2022-04-09 18:34:40:714
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6797;2022-04-09 18:34:40:714
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6797;2022-04-09 18:34:40:714
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6798;2022-04-09 18:34:40:715
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6798;2022-04-09 18:34:40:715
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6798;2022-04-09 18:34:40:715
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6798;2022-04-09 18:34:40:715
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6798;2022-04-09 18:34:40:715
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6798;2022-04-09 18:34:40:715
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6798;2022-04-09 18:34:40:715
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6799;2022-04-09 18:34:40:716
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6799;2022-04-09 18:34:40:716
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6799;2022-04-09 18:34:40:716
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6799;2022-04-09 18:34:40:716
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6799;2022-04-09 18:34:40:716
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6799;2022-04-09 18:34:40:716
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6799;2022-04-09 18:34:40:716
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6800;2022-04-09 18:34:40:717
-4.9965;-7.9881;3.6251;-5.4237;-1.9978;3.1258;0.1078;1.3345;0.4881;6800;2022-04-09 18:34:40:717
-3.3598;-9.3802;0.9159;0.0;0.0;0.0;-1.0562;-0.1942;-2.2378;6873;2022-04-09 18:34:40:790
-1.1949;-11.2612;0.9532;1.0201;-1.3022;-0.7029;2.1852;0.8589;0.6003;7217;2022-04-09 18:34:41:134
-1.1949;-11.2612;0.9532;1.0201;-1.3022;-0.7029;2.1852;0.8589;0.6003;7218;2022-04-09 18:34:41:135
-1.1949;-11.2612;0.9532;1.0201;-1.3022;-0.7029;2.1852;0.8589;0.6003;7219;2022-04-09 18:34:41:136
-1.1949;-11.2612;0.9532;1.0201;-1.3022;-0.7029;2.1852;0.8589;0.6003;7219;2022-04-09 18:34:41:136
-1.1949;-11.2612;0.9532;1.0201;-1.3022;-0.7029;2.1852;0.8589;0.6003;7219;2022-04-09 18:34:41:136
-1.1949;-11.2612;0.9532;1.0201;-1.3022;-0.7029;2.1852;0.8589;0.6003;7219;2022-04-09 18:34:41:136
-1.1949;-11.2612;0.9532;1.0201;-1.3022;-0.7029;2.1852;0.8589;0.6003;7220;2022-04-09 18:34:41:137
-1.1949;-11.2612;0.9532;1.0201;-1.3022;-0.7029;2.1852;0.8589;0.6003;7220;2022-04-09 18:34:41:137
-1.1949;-11.2612;0.9532;1.0201;-1.3022;-0.7029;2.1852;0.8589;0.6003;7220;2022-04-09 18:34:41:137
-1.1949;-11.2612;0.9532;1.0201;-1.3022;-0.7029;2.1852;0.8589;0.6003;7220;2022-04-09 18:34:41:137
-4.6181;-3.7322;-0.0751;0.0;0.0;0.0;0.4786;0.0052;-1.0986;7297;2022-04-09 18:34:41:214
-4.6181;-3.7322;-0.0751;0.0;0.0;0.0;0.4786;0.0052;-1.0986;7298;2022-04-09 18:34:41:215
-4.6181;-3.7322;-0.0751;0.0;0.0;0.0;0.4786;0.0052;-1.0986;7298;2022-04-09 18:34:41:215
-4.6181;-3.7322;-0.0751;0.0;0.0;0.0;0.4786;0.0052;-1.0986;7298;2022-04-09 18:34:41:215
-4.6181;-3.7322;-0.0751;0.0;0.0;0.0;0.4786;0.0052;-1.0986;7298;2022-04-09 18:34:41:215
-4.6181;-3.7322;-0.0751;0.83;1.2278;-2.1004;0.3734;0.0279;0.0626;7316;2022-04-09 18:34:41:233
8.4287;-15.3281;-3.3371;-0.3029;1.6915;-0.9918;0.4479;-0.8112;1.1589;7415;2022-04-09 18:34:41:332
-4.8718;-19.9834;-0.7035;4.217;-4.2575;-4.9028;0.4696;-0.5027;-0.0418;7516;2022-04-09 18:34:41:433
-2.0157;-3.5994;-0.1696;-2.231;-6.5454;-0.1396;-0.1022;0.8436;-0.2885;7615;2022-04-09 18:34:41:532
-2.8654;-6.4089;0.7352;-2.0551;-0.6486;2.1563;-0.0495;-0.6021;0.9741;7715;2022-04-09 18:34:41:632
-0.3314;-12.023;0.8788;0.0099;1.1589;1.1932;1.1959;-0.5924;1.4166;7815;2022-04-09 18:34:41:732
1.366;-10.4788;3.1196;2.1484;0.3852;-0.0397;1.5432;-1.2257;1.6073;7916;2022-04-09 18:34:41:833
-0.1472;-11.3623;-4.7402;5.5281;-2.6839;-0.2409;1.1942;4.6768;0.1147;8016;2022-04-09 18:34:41:933
1.9334;-9.702;-0.664;4.5248;-3.5409;-3.7251;-0.6988;0.1776;0.0632;8116;2022-04-09 18:34:42:033
-4.5963;-17.4673;2.0521;2.1099;-0.492;0.4557;-2.2611;-0.9147;-3.2715;8215;2022-04-09 18:34:42:132
-3.2067;-5.8403;-3.4687;-4.4497;-6.719;2.4984;-0.4232;1.4578;-2.0425;8315;2022-04-09 18:34:42:232
-4.4731;-4.1333;1.7779;-3.8657;3.7933;-0.7683;0.3468;-0.2451;-0.1713;8416;2022-04-09 18:34:42:333
10.8275;-18.8701;-0.3757;-3.4898;4.8406;2.6647;0.5763;-0.485;1.4822;8516;2022-04-09 18:34:42:433
-4.7186;-18.0096;-0.8151;8.5304;-4.9612;-0.3316;0.3867;0.6985;-0.1895;8617;2022-04-09 18:34:42:534
-3.0344;-9.0736;0.2432;-2.8042;-5.2337;-0.1821;-0.3328;-0.6828;0.3204;8717;2022-04-09 18:34:42:634
-1.794;-6.4591;1.1937;-0.7634;3.428;1.1673;-1.4379;-1.5696;0.7704;8818;2022-04-09 18:34:42:735
-1.6098;-9.2602;1.663;0.9549;2.8217;1.3748;1.2093;-2.2763;0.7197;8916;2022-04-09 18:34:42:833
-0.8306;-10.0457;-0.0117;2.7765;-0.6254;-0.322;2.1949;1.2735;0.3326;9016;2022-04-09 18:34:42:933
-1.3107;-10.9792;-3.3646;2.7163;-1.295;-1.2553;1.0748;2.7994;0.2749;9116;2022-04-09 18:34:43:033
2.7607;-10.9983;-1.0507;2.3847;-2.4106;-3.278;-0.888;-0.4788;0.5342;9216;2022-04-09 18:34:43:133
-3.2605;-15.0529;1.4509;3.7872;-2.0215;0.7774;-2.3206;-1.6585;-2.8336;9316;2022-04-09 18:34:43:233
-2.9061;-8.651;1.226;-1.6729;-4.4352;2.9244;-1.3597;-1.0731;-1.7612;9415;2022-04-09 18:34:43:332
-4.9005;-5.5017;0.2432;-2.7178;1.1575;3.4729;0.2011;-2.2071;-0.6867;9515;2022-04-09 18:34:43:432
2.6755;-11.6438;-3.8231;-3.0751;3.3067;2.6353;-0.2814;-3.9868;0.5595;9615;2022-04-09 18:34:43:532
-2.4215;-7.1462;3.8393;3.5992;-1.3343;0.1601;-0.881;-3.5432;-0.8686;9715;2022-04-09 18:34:43:632
-3.6724;-7.4779;-6.2363;-1.1846;0.941;5.5998;1.1269;-0.5928;-0.709;9815;2022-04-09 18:34:43:732
1.6271;-13.5434;1.0454;1.8049;4.3084;-2.9621;0.1489;-3.7401;1.6429;9916;2022-04-09 18:34:43:833
0.4732;-11.2534;-4.7904;4.1813;-0.519;0.7263;-0.0893;-0.0105;0.2019;10016;2022-04-09 18:34:43:933
0.9039;-12.1331;7.5404;4.8394;-2.2699;1.8468;-2.4642;-4.1451;0.454;10115;2022-04-09 18:34:44:032
0.1104;-9.2865;4.2174;4.6475;-2.3676;7.2239;-1.5911;-1.379;-0.3198;10216;2022-04-09 18:34:44:133
-2.9949;-11.962;-3.0703;3.6914;0.0167;5.8026;-0.8052;-1.3799;-0.8659;10316;2022-04-09 18:34:44:233
-2.6393;-11.7227;4.2676;-0.2731;-1.3337;-5.0171;-1.5144;-1.2286;-1.9132;10416;2022-04-09 18:34:44:333
-2.3892;-7.9161;-1.7892;-5.4221;-2.8421;0.873;-0.1041;0.7816;-1.2238;10516;2022-04-09 18:34:44:433
-1.9726;-5.7159;-2.5005;-2.7705;2.6762;-0.0216;0.2491;-0.7081;0.1054;10616;2022-04-09 18:34:44:533
6.4917;-12.1463;-5.4571;-2.0085;3.4527;-0.8893;0.6072;-0.2952;0.3974;10715;2022-04-09 18:34:44:632
-1.1809;-13.1306;-1.3528;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;10815;2022-04-09 18:34:44:732
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11167;2022-04-09 18:34:45:084
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11168;2022-04-09 18:34:45:085
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11168;2022-04-09 18:34:45:085
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11168;2022-04-09 18:34:45:085
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11168;2022-04-09 18:34:45:085
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11169;2022-04-09 18:34:45:086
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11169;2022-04-09 18:34:45:086
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11169;2022-04-09 18:34:45:086
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11169;2022-04-09 18:34:45:086
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11169;2022-04-09 18:34:45:086
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11170;2022-04-09 18:34:45:087
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11170;2022-04-09 18:34:45:087
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11170;2022-04-09 18:34:45:087
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11170;2022-04-09 18:34:45:087
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11171;2022-04-09 18:34:45:088
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11171;2022-04-09 18:34:45:088
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11171;2022-04-09 18:34:45:088
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11171;2022-04-09 18:34:45:088
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11172;2022-04-09 18:34:45:089
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11172;2022-04-09 18:34:45:089
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11173;2022-04-09 18:34:45:090
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11173;2022-04-09 18:34:45:090
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11173;2022-04-09 18:34:45:090
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11173;2022-04-09 18:34:45:090
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11173;2022-04-09 18:34:45:090
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11174;2022-04-09 18:34:45:091
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11174;2022-04-09 18:34:45:091
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11174;2022-04-09 18:34:45:091
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11174;2022-04-09 18:34:45:091
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11174;2022-04-09 18:34:45:091
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11174;2022-04-09 18:34:45:091
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11174;2022-04-09 18:34:45:091
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11175;2022-04-09 18:34:45:092
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11175;2022-04-09 18:34:45:092
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11175;2022-04-09 18:34:45:092
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11175;2022-04-09 18:34:45:092
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11175;2022-04-09 18:34:45:092
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11175;2022-04-09 18:34:45:092
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11176;2022-04-09 18:34:45:093
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11176;2022-04-09 18:34:45:093
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11176;2022-04-09 18:34:45:093
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11176;2022-04-09 18:34:45:093
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11176;2022-04-09 18:34:45:093
-4.3947;-8.4239;-0.3996;2.697;-1.9102;-3.0962;-0.4284;-0.2118;-0.1967;11176;2022-04-09 18:34:45:093
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11176;2022-04-09 18:34:45:093
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11178;2022-04-09 18:34:45:095
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11178;2022-04-09 18:34:45:095
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11178;2022-04-09 18:34:45:095
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11178;2022-04-09 18:34:45:095
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11179;2022-04-09 18:34:45:096
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11179;2022-04-09 18:34:45:096
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11179;2022-04-09 18:34:45:096
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11179;2022-04-09 18:34:45:096
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11179;2022-04-09 18:34:45:096
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11191;2022-04-09 18:34:45:108
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11192;2022-04-09 18:34:45:109
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11193;2022-04-09 18:34:45:110
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11193;2022-04-09 18:34:45:110
-4.3875;-9.8845;0.4226;0.0;0.0;0.0;-1.0218;3.7889;-0.5965;11193;2022-04-09 18:34:45:110
0.941;-10.2682;1.3863;0.0;0.0;0.0;1.1369;0.2164;0.6643;11272;2022-04-09 18:34:45:189
-0.4534;-9.702;-0.8043;0.8981;-0.3069;-1.077;1.6707;2.5918;-0.3551;11369;2022-04-09 18:34:45:286
-1.7557;-10.5174;0.5856;-0.1661;0.0031;-2.2415;0.5006;0.846;0.017;11469;2022-04-09 18:34:45:386
-1.252;-12.411;1.8855;-0.7502;-0.5003;0.5066;-0.5288;-0.0318;0.3598;11568;2022-04-09 18:34:45:485
1.0992;-8.991;-4.7139;-0.5309;-1.6266;1.6877;-0.1495;-0.2689;-0.297;11669;2022-04-09 18:34:45:586
